2023-08-04 21:37:26,005 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:37:26,230 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,138 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:37:37,140 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 21:56:02,438 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 21:56:02,612 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,666 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/47 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 21:56:10,668 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:08:42,504 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:08:42,737 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,838 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:08:52,841 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:19:35,799 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:19:35,959 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,978 - ALEXANDERBAAI - INFO - tcnTrain : TCN training done on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:19:42,980 - ALEXANDERBAAI - INFO - tcnTrain : TCN training finished at ALEXANDERBAAI
2023-08-04 22:39:38,926 - ALEXANDERBAAI - INFO - TCN model training started at ALEXANDERBAAI
2023-08-04 22:39:39,107 - ALEXANDERBAAI - INFO - tcnTrain :TCN Model on split 1/1 at ALEXANDERBAAI station forecasting 3 hours ahead.
2023-08-04 22:39:51,984 - ALEXANDERBAAI - INFO - Saving the actual vs predicted comparison to a CSV file.
2023-08-04 22:44:23,867 - ALEXANDERBAAI - INFO - Date 2010-01-11 16:00:00 Index 256 - Actual: 0.11304347826086958, Predicted: 4.065118312835693
2023-08-04 22:44:23,998 - ALEXANDERBAAI - INFO - Date 2010-01-11 17:00:00 Index 257 - Actual: 0.07826086956521738, Predicted: -0.27406972646713257
2023-08-04 22:44:24,129 - ALEXANDERBAAI - INFO - Date 2010-01-11 18:00:00 Index 258 - Actual: 0.37391304347826093, Predicted: -0.34888920187950134
2023-08-04 22:44:24,258 - ALEXANDERBAAI - INFO - Date 2010-01-11 19:00:00 Index 259 - Actual: 0.3652173913043477, Predicted: 3.995631456375122
2023-08-04 22:44:24,389 - ALEXANDERBAAI - INFO - Date 2010-01-11 20:00:00 Index 260 - Actual: 0.3391304347826085, Predicted: -0.48183485865592957
2023-08-04 22:44:24,518 - ALEXANDERBAAI - INFO - Date 2010-01-11 21:00:00 Index 261 - Actual: 0.4782608695652173, Predicted: -0.4376571476459503
2023-08-04 22:44:24,648 - ALEXANDERBAAI - INFO - Date 2010-01-11 22:00:00 Index 262 - Actual: 0.6173913043478263, Predicted: 4.17196798324585
2023-08-04 22:44:24,777 - ALEXANDERBAAI - INFO - Date 2010-01-11 23:00:00 Index 263 - Actual: 0.6869565217391302, Predicted: -0.43930554389953613
2023-08-04 22:44:24,912 - ALEXANDERBAAI - INFO - Date 2010-01-12 00:00:00 Index 264 - Actual: 0.40000000000000013, Predicted: -0.49926552176475525
2023-08-04 22:44:25,049 - ALEXANDERBAAI - INFO - Date 2010-01-12 01:00:00 Index 265 - Actual: 0.4695652173913043, Predicted: 4.1496429443359375
2023-08-04 22:44:25,178 - ALEXANDERBAAI - INFO - Date 2010-01-12 02:00:00 Index 266 - Actual: 0.5913043478260871, Predicted: -0.28903135657310486
2023-08-04 22:44:25,306 - ALEXANDERBAAI - INFO - Date 2010-01-12 03:00:00 Index 267 - Actual: 0.6869565217391302, Predicted: -0.678706705570221
2023-08-04 22:44:25,434 - ALEXANDERBAAI - INFO - Date 2010-01-12 04:00:00 Index 268 - Actual: 0.7565217391304346, Predicted: 4.274892330169678
2023-08-04 22:44:25,562 - ALEXANDERBAAI - INFO - Date 2010-01-12 05:00:00 Index 269 - Actual: 0.817391304347826, Predicted: -0.17674152553081512
2023-08-04 22:44:25,691 - ALEXANDERBAAI - INFO - Date 2010-01-12 06:00:00 Index 270 - Actual: 0.791304347826087, Predicted: 0.03138738498091698
2023-08-04 22:44:25,818 - ALEXANDERBAAI - INFO - Date 2010-01-12 07:00:00 Index 271 - Actual: 0.7217391304347827, Predicted: 3.7559072971343994
2023-08-04 22:44:25,946 - ALEXANDERBAAI - INFO - Date 2010-01-12 08:00:00 Index 272 - Actual: 0.5739130434782611, Predicted: 0.06284693628549576
2023-08-04 22:44:26,074 - ALEXANDERBAAI - INFO - Date 2010-01-12 09:00:00 Index 273 - Actual: 0.35652173913043494, Predicted: -0.4613068103790283
2023-08-04 22:44:26,201 - ALEXANDERBAAI - INFO - Date 2010-01-12 10:00:00 Index 274 - Actual: 0.3913043478260869, Predicted: 4.097169876098633
2023-08-04 22:44:26,330 - ALEXANDERBAAI - INFO - Date 2010-01-12 11:00:00 Index 275 - Actual: 0.4782608695652173, Predicted: -0.4168041944503784
2023-08-04 22:44:26,458 - ALEXANDERBAAI - INFO - Date 2010-01-12 12:00:00 Index 276 - Actual: 0.7130434782608694, Predicted: -0.7619718313217163
2023-08-04 22:44:26,586 - ALEXANDERBAAI - INFO - Date 2010-01-12 13:00:00 Index 277 - Actual: 0.7130434782608694, Predicted: 4.489936828613281
2023-08-04 22:44:26,715 - ALEXANDERBAAI - INFO - Date 2010-01-12 14:00:00 Index 278 - Actual: 0.7826086956521738, Predicted: -0.13086478412151337
2023-08-04 22:44:26,846 - ALEXANDERBAAI - INFO - Date 2010-01-12 15:00:00 Index 279 - Actual: 0.4695652173913043, Predicted: -0.527969241142273
2023-08-04 22:44:26,974 - ALEXANDERBAAI - INFO - Date 2010-01-12 16:00:00 Index 280 - Actual: 0.5913043478260871, Predicted: 4.290935516357422
2023-08-04 22:44:27,102 - ALEXANDERBAAI - INFO - Date 2010-01-12 17:00:00 Index 281 - Actual: 0.4347826086956521, Predicted: -0.2924240231513977
2023-08-04 22:44:27,238 - ALEXANDERBAAI - INFO - Date 2010-01-12 18:00:00 Index 282 - Actual: 0.5565217391304347, Predicted: -0.011895843781530857
2023-08-04 22:44:27,426 - ALEXANDERBAAI - INFO - Date 2010-01-12 19:00:00 Index 283 - Actual: 0.5304347826086957, Predicted: 4.099658489227295
2023-08-04 22:44:27,554 - ALEXANDERBAAI - INFO - Date 2010-01-12 20:00:00 Index 284 - Actual: 0.4173913043478261, Predicted: 0.022765109315514565
2023-08-04 22:44:27,683 - ALEXANDERBAAI - INFO - Date 2010-01-12 21:00:00 Index 285 - Actual: 0.4608695652173913, Predicted: -0.5986886024475098
2023-08-04 22:44:27,808 - ALEXANDERBAAI - INFO - Date 2010-01-12 22:00:00 Index 286 - Actual: 0.4608695652173913, Predicted: 4.198707580566406
2023-08-04 22:44:27,935 - ALEXANDERBAAI - INFO - Date 2010-01-12 23:00:00 Index 287 - Actual: 0.4521739130434783, Predicted: -0.3400157690048218
2023-08-04 22:44:28,061 - ALEXANDERBAAI - INFO - Date 2010-01-13 00:00:00 Index 288 - Actual: 0.4608695652173913, Predicted: -0.5392333269119263
2023-08-04 22:44:28,199 - ALEXANDERBAAI - INFO - Date 2010-01-13 01:00:00 Index 289 - Actual: 0.5913043478260871, Predicted: 4.031124114990234
2023-08-04 22:44:28,326 - ALEXANDERBAAI - INFO - Date 2010-01-13 02:00:00 Index 290 - Actual: 0.6608695652173915, Predicted: -0.15773914754390717
2023-08-04 22:44:28,451 - ALEXANDERBAAI - INFO - Date 2010-01-13 03:00:00 Index 291 - Actual: 0.09565217391304337, Predicted: -0.46578410267829895
2023-08-04 22:44:28,578 - ALEXANDERBAAI - INFO - Date 2010-01-13 04:00:00 Index 292 - Actual: 0.07826086956521738, Predicted: 4.094643592834473
2023-08-04 22:44:28,703 - ALEXANDERBAAI - INFO - Date 2010-01-13 05:00:00 Index 293 - Actual: 0.20000000000000018, Predicted: -0.19955086708068848
2023-08-04 22:44:28,829 - ALEXANDERBAAI - INFO - Date 2010-01-13 06:00:00 Index 294 - Actual: 0.5304347826086957, Predicted: 0.10822024941444397
2023-08-04 22:44:28,953 - ALEXANDERBAAI - INFO - Date 2010-01-13 07:00:00 Index 295 - Actual: 0.4173913043478261, Predicted: 4.178988933563232
2023-08-04 22:44:29,079 - ALEXANDERBAAI - INFO - Date 2010-01-13 08:00:00 Index 296 - Actual: 0.3217391304347825, Predicted: -0.026016518473625183
2023-08-04 22:44:29,205 - ALEXANDERBAAI - INFO - Date 2010-01-13 09:00:00 Index 297 - Actual: 0.4869565217391305, Predicted: -0.15403108298778534
2023-08-04 22:44:29,331 - ALEXANDERBAAI - INFO - Date 2010-01-13 10:00:00 Index 298 - Actual: 0.4956521739130435, Predicted: 4.322866439819336
2023-08-04 22:44:29,456 - ALEXANDERBAAI - INFO - Date 2010-01-13 11:00:00 Index 299 - Actual: 0.4347826086956521, Predicted: -0.2597508728504181
2023-08-04 22:44:29,580 - ALEXANDERBAAI - INFO - Date 2010-01-13 12:00:00 Index 300 - Actual: 0.8608695652173912, Predicted: -0.12523765861988068
2023-08-04 22:44:29,705 - ALEXANDERBAAI - INFO - Date 2010-01-13 13:00:00 Index 301 - Actual: 0.791304347826087, Predicted: 4.149497985839844
2023-08-04 22:44:29,834 - ALEXANDERBAAI - INFO - Date 2010-01-13 14:00:00 Index 302 - Actual: 0.7565217391304346, Predicted: -0.0796651765704155
2023-08-04 22:44:29,965 - ALEXANDERBAAI - INFO - Date 2010-01-13 15:00:00 Index 303 - Actual: 0.40000000000000013, Predicted: -0.3288198411464691
2023-08-04 22:44:30,092 - ALEXANDERBAAI - INFO - Date 2010-01-13 16:00:00 Index 304 - Actual: 0.3913043478260869, Predicted: 4.1689019203186035
2023-08-04 22:44:30,217 - ALEXANDERBAAI - INFO - Date 2010-01-13 17:00:00 Index 305 - Actual: 0.4347826086956521, Predicted: -0.29720818996429443
2023-08-04 22:44:30,344 - ALEXANDERBAAI - INFO - Date 2010-01-13 18:00:00 Index 306 - Actual: 0.8695652173913044, Predicted: 0.06372372061014175
2023-08-04 22:44:30,470 - ALEXANDERBAAI - INFO - Date 2010-01-13 19:00:00 Index 307 - Actual: 0.791304347826087, Predicted: 3.7644810676574707
2023-08-04 22:44:30,598 - ALEXANDERBAAI - INFO - Date 2010-01-13 20:00:00 Index 308 - Actual: 0.7217391304347827, Predicted: 0.010727882385253906
2023-08-04 22:44:30,724 - ALEXANDERBAAI - INFO - Date 2010-01-13 21:00:00 Index 309 - Actual: 0.14782608695652177, Predicted: -0.5153060555458069
2023-08-04 22:44:30,850 - ALEXANDERBAAI - INFO - Date 2010-01-13 22:00:00 Index 310 - Actual: 0.12173913043478257, Predicted: 4.103050231933594
2023-08-04 22:44:30,977 - ALEXANDERBAAI - INFO - Date 2010-01-13 23:00:00 Index 311 - Actual: 0.09565217391304337, Predicted: -0.1710294485092163
2023-08-04 22:44:31,115 - ALEXANDERBAAI - INFO - Date 2010-01-14 00:00:00 Index 312 - Actual: 0.3913043478260869, Predicted: -0.10478544235229492
2023-08-04 22:44:31,240 - ALEXANDERBAAI - INFO - Date 2010-01-14 01:00:00 Index 313 - Actual: 0.30434782608695654, Predicted: 3.8789761066436768
2023-08-04 22:44:31,366 - ALEXANDERBAAI - INFO - Date 2010-01-14 02:00:00 Index 314 - Actual: 0.25217391304347836, Predicted: 0.2549147307872772
2023-08-04 22:44:31,492 - ALEXANDERBAAI - INFO - Date 2010-01-14 03:00:00 Index 315 - Actual: 0.4347826086956521, Predicted: -0.4220982789993286
2023-08-04 22:44:31,618 - ALEXANDERBAAI - INFO - Date 2010-01-14 04:00:00 Index 316 - Actual: 0.4086956521739129, Predicted: 4.120406627655029
2023-08-04 22:44:31,744 - ALEXANDERBAAI - INFO - Date 2010-01-14 05:00:00 Index 317 - Actual: 0.3913043478260869, Predicted: -0.31102046370506287
2023-08-04 22:44:31,871 - ALEXANDERBAAI - INFO - Date 2010-01-14 06:00:00 Index 318 - Actual: 0.5391304347826087, Predicted: 0.10481606423854828
2023-08-04 22:44:31,998 - ALEXANDERBAAI - INFO - Date 2010-01-14 07:00:00 Index 319 - Actual: 0.4260869565217391, Predicted: 3.877859354019165
2023-08-04 22:44:32,123 - ALEXANDERBAAI - INFO - Date 2010-01-14 08:00:00 Index 320 - Actual: 0.3913043478260869, Predicted: 0.02219582349061966
2023-08-04 22:44:32,249 - ALEXANDERBAAI - INFO - Date 2010-01-14 09:00:00 Index 321 - Actual: 0.12173913043478257, Predicted: -0.5354806184768677
2023-08-04 22:44:32,375 - ALEXANDERBAAI - INFO - Date 2010-01-14 10:00:00 Index 322 - Actual: 0.09565217391304337, Predicted: 4.130605697631836
2023-08-04 22:44:32,500 - ALEXANDERBAAI - INFO - Date 2010-01-14 11:00:00 Index 323 - Actual: 0.08695652173913038, Predicted: -0.1613302379846573
2023-08-04 22:44:32,624 - ALEXANDERBAAI - INFO - Date 2010-01-14 12:00:00 Index 324 - Actual: 0.791304347826087, Predicted: -0.007880917750298977
2023-08-04 22:44:32,752 - ALEXANDERBAAI - INFO - Date 2010-01-14 13:00:00 Index 325 - Actual: 0.7217391304347827, Predicted: 3.7564902305603027
2023-08-04 22:44:32,878 - ALEXANDERBAAI - INFO - Date 2010-01-14 14:00:00 Index 326 - Actual: 0.7043478260869567, Predicted: 0.10381413996219635
2023-08-04 22:44:33,004 - ALEXANDERBAAI - INFO - Date 2010-01-14 15:00:00 Index 327 - Actual: 0.6521739130434783, Predicted: 0.044711437076330185
2023-08-04 22:44:33,129 - ALEXANDERBAAI - INFO - Date 2010-01-14 16:00:00 Index 328 - Actual: 0.5391304347826087, Predicted: 3.975463390350342
2023-08-04 22:44:33,254 - ALEXANDERBAAI - INFO - Date 2010-01-14 17:00:00 Index 329 - Actual: 0.4260869565217391, Predicted: 0.06161699444055557
2023-08-04 22:44:33,379 - ALEXANDERBAAI - INFO - Date 2010-01-14 18:00:00 Index 330 - Actual: 0.20869565217391317, Predicted: -0.4654976725578308
2023-08-04 22:44:33,503 - ALEXANDERBAAI - INFO - Date 2010-01-14 19:00:00 Index 331 - Actual: 0.18260869565217397, Predicted: 4.1034321784973145
2023-08-04 22:44:33,626 - ALEXANDERBAAI - INFO - Date 2010-01-14 20:00:00 Index 332 - Actual: 0.17391304347826098, Predicted: -0.08667989820241928
2023-08-04 22:44:33,751 - ALEXANDERBAAI - INFO - Date 2010-01-14 21:00:00 Index 333 - Actual: 0.7739130434782608, Predicted: 0.15398451685905457
2023-08-04 22:44:33,877 - ALEXANDERBAAI - INFO - Date 2010-01-14 22:00:00 Index 334 - Actual: 0.7565217391304346, Predicted: 3.897249460220337
2023-08-04 22:44:34,002 - ALEXANDERBAAI - INFO - Date 2010-01-14 23:00:00 Index 335 - Actual: 0.643478260869565, Predicted: 0.13223221898078918
2023-08-04 22:44:34,128 - ALEXANDERBAAI - INFO - Date 2010-01-15 00:00:00 Index 336 - Actual: 0.3913043478260869, Predicted: -0.4370090365409851
2023-08-04 22:44:34,253 - ALEXANDERBAAI - INFO - Date 2010-01-15 01:00:00 Index 337 - Actual: 0.40000000000000013, Predicted: 4.101871013641357
2023-08-04 22:44:34,381 - ALEXANDERBAAI - INFO - Date 2010-01-15 02:00:00 Index 338 - Actual: 0.3913043478260869, Predicted: -0.36651521921157837
2023-08-04 22:44:34,506 - ALEXANDERBAAI - INFO - Date 2010-01-15 03:00:00 Index 339 - Actual: 0.4521739130434783, Predicted: -0.5882048010826111
2023-08-04 22:44:34,630 - ALEXANDERBAAI - INFO - Date 2010-01-15 04:00:00 Index 340 - Actual: 0.4347826086956521, Predicted: 4.1554341316223145
2023-08-04 22:44:34,755 - ALEXANDERBAAI - INFO - Date 2010-01-15 05:00:00 Index 341 - Actual: 0.40000000000000013, Predicted: -0.4167317748069763
2023-08-04 22:44:34,883 - ALEXANDERBAAI - INFO - Date 2010-01-15 06:00:00 Index 342 - Actual: 0.3826086956521737, Predicted: -0.4893686771392822
2023-08-04 22:44:35,012 - ALEXANDERBAAI - INFO - Date 2010-01-15 07:00:00 Index 343 - Actual: 0.4260869565217391, Predicted: 4.104805946350098
2023-08-04 22:44:35,136 - ALEXANDERBAAI - INFO - Date 2010-01-15 08:00:00 Index 344 - Actual: 0.4869565217391305, Predicted: -0.43536096811294556
2023-08-04 22:44:35,261 - ALEXANDERBAAI - INFO - Date 2010-01-15 09:00:00 Index 345 - Actual: 0.18260869565217397, Predicted: -0.6031578183174133
2023-08-04 22:44:35,385 - ALEXANDERBAAI - INFO - Date 2010-01-15 10:00:00 Index 346 - Actual: 0.17391304347826098, Predicted: 4.078113555908203
2023-08-04 22:44:35,508 - ALEXANDERBAAI - INFO - Date 2010-01-15 11:00:00 Index 347 - Actual: 0.14782608695652177, Predicted: -0.13188976049423218
2023-08-04 22:44:35,632 - ALEXANDERBAAI - INFO - Date 2010-01-15 12:00:00 Index 348 - Actual: 0.6347826086956523, Predicted: -0.463369756937027
2023-08-04 22:44:35,757 - ALEXANDERBAAI - INFO - Date 2010-01-15 13:00:00 Index 349 - Actual: 0.7130434782608694, Predicted: 4.439453601837158
2023-08-04 22:44:35,881 - ALEXANDERBAAI - INFO - Date 2010-01-15 14:00:00 Index 350 - Actual: 0.7130434782608694, Predicted: -0.6673784255981445
2023-08-04 22:44:36,006 - ALEXANDERBAAI - INFO - Date 2010-01-15 15:00:00 Index 351 - Actual: 0.060869565217391175, Predicted: -0.5491002798080444
2023-08-04 22:44:36,130 - ALEXANDERBAAI - INFO - Date 2010-01-15 16:00:00 Index 352 - Actual: 0.08695652173913038, Predicted: 3.982797384262085
2023-08-04 22:44:36,254 - ALEXANDERBAAI - INFO - Date 2010-01-15 17:00:00 Index 353 - Actual: 0.26956521739130435, Predicted: -0.3587591350078583
2023-08-04 22:44:36,379 - ALEXANDERBAAI - INFO - Date 2010-01-15 18:00:00 Index 354 - Actual: 0.808695652173913, Predicted: 0.08894778788089752
2023-08-04 22:44:36,503 - ALEXANDERBAAI - INFO - Date 2010-01-15 19:00:00 Index 355 - Actual: 0.7739130434782608, Predicted: 3.855567216873169
2023-08-04 22:44:36,626 - ALEXANDERBAAI - INFO - Date 2010-01-15 20:00:00 Index 356 - Actual: 0.7739130434782608, Predicted: 0.057194504886865616
2023-08-04 22:44:36,750 - ALEXANDERBAAI - INFO - Date 2010-01-15 21:00:00 Index 357 - Actual: 0.6608695652173915, Predicted: -0.48407304286956787
2023-08-04 22:44:36,873 - ALEXANDERBAAI - INFO - Date 2010-01-15 22:00:00 Index 358 - Actual: 0.7217391304347827, Predicted: 3.909255027770996
2023-08-04 22:44:36,996 - ALEXANDERBAAI - INFO - Date 2010-01-15 23:00:00 Index 359 - Actual: 0.808695652173913, Predicted: -0.1083173155784607
2023-08-04 22:44:37,119 - ALEXANDERBAAI - INFO - Date 2010-01-16 00:00:00 Index 360 - Actual: 0.30434782608695654, Predicted: -0.10405884683132172
2023-08-04 22:44:37,242 - ALEXANDERBAAI - INFO - Date 2010-01-16 01:00:00 Index 361 - Actual: 0.25217391304347836, Predicted: 3.944580316543579
2023-08-04 22:44:37,365 - ALEXANDERBAAI - INFO - Date 2010-01-16 02:00:00 Index 362 - Actual: 0.20869565217391317, Predicted: 0.27402111887931824
2023-08-04 22:44:37,489 - ALEXANDERBAAI - INFO - Date 2010-01-16 03:00:00 Index 363 - Actual: 0.4608695652173913, Predicted: -0.6193416118621826
2023-08-04 22:44:37,612 - ALEXANDERBAAI - INFO - Date 2010-01-16 04:00:00 Index 364 - Actual: 0.4521739130434783, Predicted: 4.214293003082275
2023-08-04 22:44:37,736 - ALEXANDERBAAI - INFO - Date 2010-01-16 05:00:00 Index 365 - Actual: 0.4347826086956521, Predicted: -0.3745723366737366
2023-08-04 22:44:37,860 - ALEXANDERBAAI - INFO - Date 2010-01-16 06:00:00 Index 366 - Actual: 0.6695652173913043, Predicted: 0.12033412605524063
2023-08-04 22:44:37,982 - ALEXANDERBAAI - INFO - Date 2010-01-16 07:00:00 Index 367 - Actual: 0.5304347826086957, Predicted: 4.025364398956299
2023-08-04 22:44:38,106 - ALEXANDERBAAI - INFO - Date 2010-01-16 08:00:00 Index 368 - Actual: 0.4695652173913043, Predicted: 0.1245981752872467
2023-08-04 22:44:38,245 - ALEXANDERBAAI - INFO - Date 2010-01-16 09:00:00 Index 369 - Actual: 0.4173913043478261, Predicted: -0.339600145816803
2023-08-04 22:44:38,363 - ALEXANDERBAAI - INFO - Date 2010-01-16 10:00:00 Index 370 - Actual: 0.5043478260869565, Predicted: 4.113556861877441
2023-08-04 22:44:38,490 - ALEXANDERBAAI - INFO - Date 2010-01-16 11:00:00 Index 371 - Actual: 0.6347826086956523, Predicted: -0.44263237714767456
2023-08-04 22:44:38,606 - ALEXANDERBAAI - INFO - Date 2010-01-16 12:00:00 Index 372 - Actual: 0.5652173913043479, Predicted: -0.05112535506486893
2023-08-04 22:44:38,729 - ALEXANDERBAAI - INFO - Date 2010-01-16 13:00:00 Index 373 - Actual: 0.4869565217391305, Predicted: 4.126797199249268
2023-08-04 22:44:38,845 - ALEXANDERBAAI - INFO - Date 2010-01-16 14:00:00 Index 374 - Actual: 0.4260869565217391, Predicted: 0.08499889075756073
2023-08-04 22:44:38,969 - ALEXANDERBAAI - INFO - Date 2010-01-16 15:00:00 Index 375 - Actual: 0.28695652173913055, Predicted: -0.558539867401123
2023-08-04 22:44:39,095 - ALEXANDERBAAI - INFO - Date 2010-01-16 16:00:00 Index 376 - Actual: 0.26956521739130435, Predicted: 4.048345565795898
2023-08-04 22:44:39,218 - ALEXANDERBAAI - INFO - Date 2010-01-16 17:00:00 Index 377 - Actual: 0.24347826086956537, Predicted: -0.3343006372451782
2023-08-04 22:44:39,334 - ALEXANDERBAAI - INFO - Date 2010-01-16 18:00:00 Index 378 - Actual: 0.3826086956521737, Predicted: -0.5195755958557129
2023-08-04 22:44:39,458 - ALEXANDERBAAI - INFO - Date 2010-01-16 19:00:00 Index 379 - Actual: 0.3826086956521737, Predicted: 4.135859966278076
2023-08-04 22:44:39,572 - ALEXANDERBAAI - INFO - Date 2010-01-16 20:00:00 Index 380 - Actual: 0.4260869565217391, Predicted: -0.5138891339302063
2023-08-04 22:44:39,695 - ALEXANDERBAAI - INFO - Date 2010-01-16 21:00:00 Index 381 - Actual: 0.5826086956521739, Predicted: -0.18814972043037415
2023-08-04 22:44:39,810 - ALEXANDERBAAI - INFO - Date 2010-01-16 22:00:00 Index 382 - Actual: 0.5391304347826087, Predicted: 4.355485916137695
2023-08-04 22:44:39,937 - ALEXANDERBAAI - INFO - Date 2010-01-16 23:00:00 Index 383 - Actual: 0.5130434782608695, Predicted: -0.1990714818239212
2023-08-04 22:44:40,055 - ALEXANDERBAAI - INFO - Date 2010-01-17 00:00:00 Index 384 - Actual: 0.34782608695652173, Predicted: -0.4842306971549988
2023-08-04 22:44:40,177 - ALEXANDERBAAI - INFO - Date 2010-01-17 01:00:00 Index 385 - Actual: 0.3217391304347825, Predicted: 4.124616622924805
2023-08-04 22:44:40,291 - ALEXANDERBAAI - INFO - Date 2010-01-17 02:00:00 Index 386 - Actual: 0.30434782608695654, Predicted: -0.24399718642234802
2023-08-04 22:44:40,414 - ALEXANDERBAAI - INFO - Date 2010-01-17 03:00:00 Index 387 - Actual: 0.7565217391304346, Predicted: -0.45942503213882446
2023-08-04 22:44:40,529 - ALEXANDERBAAI - INFO - Date 2010-01-17 04:00:00 Index 388 - Actual: 0.817391304347826, Predicted: 4.008480548858643
2023-08-04 22:44:40,652 - ALEXANDERBAAI - INFO - Date 2010-01-17 05:00:00 Index 389 - Actual: 0.808695652173913, Predicted: -0.17668138444423676
2023-08-04 22:44:40,766 - ALEXANDERBAAI - INFO - Date 2010-01-17 06:00:00 Index 390 - Actual: 0.7565217391304346, Predicted: 0.08555756509304047
2023-08-04 22:44:40,888 - ALEXANDERBAAI - INFO - Date 2010-01-17 07:00:00 Index 391 - Actual: 0.6869565217391302, Predicted: 4.117096900939941
2023-08-04 22:44:41,003 - ALEXANDERBAAI - INFO - Date 2010-01-17 08:00:00 Index 392 - Actual: 0.6260869565217391, Predicted: 0.046910129487514496
2023-08-04 22:44:41,125 - ALEXANDERBAAI - INFO - Date 2010-01-17 09:00:00 Index 393 - Actual: 0.7565217391304346, Predicted: -0.058445319533348083
2023-08-04 22:44:41,240 - ALEXANDERBAAI - INFO - Date 2010-01-17 10:00:00 Index 394 - Actual: 0.7304347826086954, Predicted: 4.017864227294922
2023-08-04 22:44:41,362 - ALEXANDERBAAI - INFO - Date 2010-01-17 11:00:00 Index 395 - Actual: 0.6521739130434783, Predicted: -0.04453933984041214
2023-08-04 22:44:41,477 - ALEXANDERBAAI - INFO - Date 2010-01-17 12:00:00 Index 396 - Actual: 0.3913043478260869, Predicted: 0.007669562008231878
2023-08-04 22:44:41,599 - ALEXANDERBAAI - INFO - Date 2010-01-17 13:00:00 Index 397 - Actual: 0.3913043478260869, Predicted: 4.10856819152832
2023-08-04 22:44:41,714 - ALEXANDERBAAI - INFO - Date 2010-01-17 14:00:00 Index 398 - Actual: 0.34782608695652173, Predicted: -0.036920350044965744
2023-08-04 22:44:41,836 - ALEXANDERBAAI - INFO - Date 2010-01-17 15:00:00 Index 399 - Actual: 0.7043478260869567, Predicted: -0.052605580538511276
2023-08-04 22:44:41,951 - ALEXANDERBAAI - INFO - Date 2010-01-17 16:00:00 Index 400 - Actual: 0.6695652173913043, Predicted: 3.7682576179504395
2023-08-04 22:44:42,074 - ALEXANDERBAAI - INFO - Date 2010-01-17 17:00:00 Index 401 - Actual: 0.5130434782608695, Predicted: 0.15984848141670227
2023-08-04 22:44:42,223 - ALEXANDERBAAI - INFO - Date 2010-01-17 18:00:00 Index 402 - Actual: 0.30434782608695654, Predicted: -0.5963813662528992
2023-08-04 22:44:42,359 - ALEXANDERBAAI - INFO - Date 2010-01-17 19:00:00 Index 403 - Actual: 0.28695652173913055, Predicted: 4.057358264923096
2023-08-04 22:44:42,499 - ALEXANDERBAAI - INFO - Date 2010-01-17 20:00:00 Index 404 - Actual: 0.26956521739130435, Predicted: -0.32917022705078125
2023-08-04 22:44:42,643 - ALEXANDERBAAI - INFO - Date 2010-01-17 21:00:00 Index 405 - Actual: 0.7130434782608694, Predicted: -0.4438936710357666
2023-08-04 22:44:42,774 - ALEXANDERBAAI - INFO - Date 2010-01-17 22:00:00 Index 406 - Actual: 0.7826086956521738, Predicted: 4.249096393585205
2023-08-04 22:44:42,914 - ALEXANDERBAAI - INFO - Date 2010-01-17 23:00:00 Index 407 - Actual: 0.791304347826087, Predicted: -0.2623831331729889
2023-08-04 22:44:43,071 - ALEXANDERBAAI - INFO - Date 2010-01-18 00:00:00 Index 408 - Actual: 0.791304347826087, Predicted: -0.23367440700531006
2023-08-04 22:44:43,203 - ALEXANDERBAAI - INFO - Date 2010-01-18 01:00:00 Index 409 - Actual: 0.8608695652173912, Predicted: 4.245010852813721
