,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.0063467156,0.0024459027,0.0071509373,0.0024459027,0.0024920837,0.0024459027,0.0024459027,0.062492825,0.0024459027,0.0029709882,0.07007898,0.0027989764,0.0024459027,0.0024459027,0.018425424,0.19934265,0.0024459027,0.0024459027,0.0027283975,0.013595633,0.004301534,0.0024459027,0.048316833,0.0024459027,0.023768954,0.0024459027,0.0024459027,0.010186917,0.0024459027,0.0024459027,0.113805346,0.0037054624,0.0024459027,0.0024459027,0.26773393,0.0028818813,0.003047228,0.07387815,0.0041988306,0.0024459027,0.0024459027,0.0024459027,0.020958103,0.0031133478,0.0024459027
1,0.00022364623,0.00022364623,0.0013817995,0.00040120262,0.00022364623,0.00022364623,0.00022364623,0.0006735634,0.012692445,0.00022364623,0.023101449,0.44172674,0.00022364623,0.0688216,0.00022364623,0.00022364623,0.00022364623,0.00022364623,0.00022364623,0.00022364623,0.25050429,0.00022364623,0.002644257,0.00023170233,0.075517185,0.00022364623,0.00022364623,0.00022364623,0.0006112253,0.00022364623,0.00022364623,0.0003990512,0.00022364623,0.00022364623,0.10754904,0.00022364623,0.001992709,0.015143461,0.0022977097,0.00096471136,0.00022364623,0.00022364623,0.00022364623,0.00076660805,0.0066720755
2,0.0026170292,0.0026170292,0.0026170292,0.0026170292,0.13796324,0.01363886,0.01614152,0.0039922763,0.0026170292,0.0044110958,0.0045829,0.0026170292,0.01385843,0.0026170292,0.40341833,0.045710146,0.0050285617,0.0026170292,0.01852424,0.0026170292,0.0026170292,0.006376291,0.0034510638,0.0026170292,0.003410266,0.014984263,0.0026170292,0.0026170292,0.0026170292,0.059157785,0.03448111,0.0026170292,0.0026170292,0.0051369458,0.0026170292,0.0026170292,0.05213137,0.004373645,0.0026170292,0.0026170292,0.0026170292,0.0026170292,0.07627411,0.0026602868,0.032402575
3,0.0019249967,0.0019249967,0.0019249967,0.0019249967,0.006283468,0.002721368,0.015473369,0.0019249967,0.0019249967,0.0036216336,0.09446016,0.0019249967,0.0019249967,0.0019249967,0.53548044,0.013133226,0.017666426,0.0019249967,0.0023283854,0.0019249967,0.006128413,0.04545927,0.04597604,0.0061262767,0.0064377817,0.004234508,0.0019249967,0.0019249967,0.0019249967,0.0019249967,0.014331863,0.0019249967,0.0019249967,0.010658647,0.003046322,0.0019249967,0.027136931,0.0244875,0.0019249967,0.0019249967,0.0027058797,0.0019249967,0.050501905,0.0019249967,0.03893429
4,9.4795556e-05,0.00069777446,9.4795556e-05,0.0048142746,0.0005689404,0.00019998466,9.4795556e-05,0.0004382826,0.00016401461,0.06843227,9.4795556e-05,9.4795556e-05,0.0009960049,0.00028766226,0.0032364472,9.4795556e-05,9.4795556e-05,9.4795556e-05,9.4795556e-05,0.0024629908,0.0004784633,9.4795556e-05,9.4795556e-05,0.013821629,9.4795556e-05,0.024443539,9.4795556e-05,9.4795556e-05,0.0022132094,9.4795556e-05,0.0022480902,0.00021085718,0.00060988014,0.6893401,9.4795556e-05,0.15530883,0.00014059184,9.4795556e-05,0.00051137805,9.4795556e-05,9.4795556e-05,0.04574472,9.4795556e-05,0.00032348165,9.4795556e-05
5,0.00027109077,0.029639652,0.0019481742,0.00027109077,0.00027109077,0.00027109077,0.00044783996,0.00027109077,0.00027109077,0.00027109077,0.0044834614,0.00027109077,0.00072864525,0.0006324678,0.00027109077,0.00027109077,0.00027109077,0.00027109077,0.00027109077,0.00027109077,0.34571064,0.00027109077,0.00027109077,0.015719336,0.00027109077,0.0006836492,0.06241272,0.00027109077,0.0013542052,0.00027109077,0.00027109077,0.0003744697,0.0011724911,0.00027109077,0.0059337677,0.0017865972,0.00027109077,0.00027109077,0.0009445211,0.0005231946,0.52086353,0.012477666,0.00027109077,0.0026479429,0.0026930016
6,0.046031315,0.00282033,0.00282033,0.07201485,0.019047923,0.047569714,0.00282033,0.009175315,0.008143318,0.00282033,0.00282033,0.02872446,0.00282033,0.0098439045,0.00282033,0.07811403,0.0076215863,0.06384345,0.2501281,0.008583235,0.00282033,0.0130830025,0.00282033,0.00282033,0.0327443,0.00282033,0.00282033,0.026386386,0.00282033,0.17223652,0.0044155135,0.00282033,0.00282033,0.00282033,0.00282033,0.00282033,0.00282033,0.020962315,0.002925472,0.0074923877,0.00282033,0.00282033,0.025729442,0.00282033,0.00282033
7,0.005392458,0.0065836078,0.0021511274,0.0021511274,0.0021511274,0.00654703,0.01586625,0.0021511274,0.0021511274,0.0053443555,0.0021511274,0.012010945,0.0021511274,0.0021511274,0.07390048,0.0073425286,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.7076706,0.062709935,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.0021511274,0.002260597,0.0021511274,0.0021511274,0.0023312832,0.004295619,0.0025922272,0.010135541,0.0021511274,0.004636681,0.004111605,0.027872032
8,0.002871093,0.0023870494,0.016182378,0.0026492714,0.0023870494,0.0023870494,0.011108241,0.004570453,0.28383815,0.0023870494,0.0023870494,0.17635949,0.0023870494,0.04190001,0.0027825227,0.0023870494,0.0023870494,0.0023870494,0.011990668,0.010030704,0.11839071,0.0023870494,0.01685425,0.008379943,0.03439399,0.0023870494,0.008452271,0.0023870494,0.019919122,0.0023870494,0.009776335,0.0023870494,0.056986373,0.0023870494,0.02644555,0.005277317,0.026125886,0.0023870494,0.016513178,0.0023870494,0.014603443,0.005779378,0.003512874,0.03975233,0.0036583366
9,0.05553685,0.0023423124,0.0023423124,0.0023423124,0.18988715,0.016548043,0.0051472564,0.0023423124,0.00994734,0.007412863,0.0023423124,0.15143912,0.0023423124,0.0023423124,0.0023423124,0.0023423124,0.0044252467,0.19346732,0.117927596,0.014761973,0.0023423124,0.016796738,0.0023423124,0.014576317,0.0023423124,0.0023423124,0.0023423124,0.005425864,0.0047746273,0.024716709,0.05107316,0.0023423124,0.0023423124,0.07022211,0.0023423124,0.0023423124,0.0023423124,0.0023423124,0.002596945,0.0023423124,0.0023423124,0.0023423124,0.0044429833,0.0023423124,0.0023423124
10,0.00090915593,0.00090915593,0.00090915593,0.00090915593,0.30205396,0.00852904,0.00090915593,0.015833303,0.00090915593,0.00090915593,0.12541866,0.00090915593,0.005028947,0.00090915593,0.07886769,0.0024622378,0.11110922,0.00090915593,0.00090915593,0.0062117,0.00090915593,0.04375911,0.001045186,0.00090915593,0.00090915593,0.2174499,0.00090915593,0.00090915593,0.00090915593,0.022109393,0.0123940315,0.0010574402,0.00090915593,0.002456297,0.0011024859,0.00090915593,0.0025142394,0.016540263,0.00090915593,0.00090915593,0.0016095031,0.00090915593,0.01977496,0.0014458366,0.00090915593
11,0.00013021412,0.00013021412,0.022186302,0.00013021412,0.0048310496,0.00013021412,0.048668485,0.00013021412,0.0075876815,0.00013021412,0.00013021412,0.00013021412,0.00013021412,0.00013021412,0.35085452,0.00013021412,0.00013021412,0.00013021412,0.00013021412,0.00013021412,0.00014417754,0.00013021412,0.00013021412,0.00013021412,0.00013021412,0.0055306074,0.2422806,0.00013021412,0.00085469993,0.00013021412,0.0006869249,0.00849142,0.00022391045,0.00013021412,0.00013021412,0.00013021412,0.011963299,0.00013021412,0.00013021412,0.00018570833,0.0042149727,0.00013021412,0.00019104747,0.0014294963,0.30584335
