,0
0,0.5
1,0.49547511312217185
2,0.5113122171945702
3,0.4751131221719457
4,0.4095022624434389
5,0.3280542986425339
6,0.6923076923076924
7,0.6538461538461539
8,0.5972850678733032
9,0.5361990950226244
10,0.48416289592760176
11,0.4411764705882353
12,0.2330316742081448
13,0.20135746606334842
14,0.18778280542986425
15,0.1900452488687783
16,0.16515837104072398
17,0.1493212669683258
18,0.31221719457013575
19,0.2986425339366515
20,0.28959276018099545
21,0.27149321266968324
22,0.25791855203619907
23,0.2239819004524887
24,0.7941176470588236
25,0.7285067873303167
26,0.6538461538461539
27,0.6357466063348417
28,0.5746606334841629
29,0.5497737556561086
30,0.23076923076923075
31,0.19230769230769232
32,0.1832579185520362
33,0.19683257918552036
34,0.20135746606334842
35,0.15384615384615385
36,0.5859728506787331
37,0.5904977375565611
38,0.5995475113122172
39,0.47058823529411764
40,0.6018099547511313
41,0.5588235294117647
42,0.5180995475113122
43,0.5135746606334841
44,0.47058823529411764
45,0.45022624434389136
46,0.43665158371040724
47,0.4457013574660633
48,0.5429864253393666
49,0.504524886877828
50,0.4796380090497737
51,0.4434389140271493
52,0.43438914027149317
53,0.418552036199095
54,0.2692307692307692
55,0.25565610859728505
56,0.2669683257918552
57,0.24660633484162897
58,0.2760180995475113
59,0.2624434389140271
60,0.6538461538461539
61,0.6153846153846154
62,0.5407239819004525
63,0.5226244343891403
64,0.46832579185520357
65,0.44796380090497734
66,0.40723981900452483
67,0.46153846153846145
68,0.48868778280542985
69,0.5158371040723982
70,0.5384615384615385
71,0.5407239819004525
72,0.4909502262443438
73,0.4751131221719457
74,0.4570135746606334
75,0.4095022624434389
76,0.39819004524886875
77,0.40723981900452483
78,0.5995475113122172
79,0.583710407239819
80,0.5339366515837105
81,0.4773755656108597
82,0.42986425339366513
83,0.3846153846153846
84,0.33710407239819
85,0.34841628959276016
86,0.39592760180995473
87,0.41402714932126694
88,0.4321266968325792
89,0.45475113122171945
90,0.38009049773755654
91,0.36425339366515835
92,0.32579185520361986
93,0.30769230769230765
94,0.3009049773755656
95,0.2941176470588235
96,0.423076923076923
97,0.667420814479638
98,0.753393665158371
99,0.7760180995475112
100,0.7963800904977376
101,0.8009049773755655
102,0.1493212669683258
103,0.13800904977375564
104,0.13800904977375564
105,0.14027149321266968
106,0.21040723981900453
107,0.24660633484162897
108,0.14705882352941177
109,0.1425339366515837
110,0.12895927601809953
111,0.11312217194570136
112,0.11764705882352941
113,0.10633484162895929
114,0.4253393665158371
115,0.4977375565610859
116,0.5248868778280543
117,0.5497737556561086
118,0.5565610859728507
119,0.48190045248868774
120,0.38009049773755654
121,0.3846153846153846
122,0.423076923076923
123,0.38687782805429866
124,0.39592760180995473
125,0.3665158371040724
126,0.4796380090497737
127,0.39366515837104066
128,0.3529411764705882
129,0.3031674208144796
130,0.24208144796380088
131,0.23981900452488686
132,0.3212669683257918
133,0.3190045248868778
134,0.30542986425339363
135,0.2963800904977375
136,0.30542986425339363
137,0.3031674208144796
138,0.2963800904977375
139,0.4253393665158371
140,0.4864253393665158
141,0.5452488687782806
142,0.579185520361991
143,0.6131221719457014
144,0.24434389140271495
145,0.2194570135746606
146,0.22624434389140272
147,0.1900452488687783
148,0.2194570135746606
149,0.1764705882352941
150,0.4049773755656108
151,0.4253393665158371
152,0.4909502262443438
153,0.4796380090497737
154,0.43665158371040724
155,0.4434389140271493
156,0.38009049773755654
157,0.37782805429864247
158,0.37330316742081443
159,0.3506787330316742
160,0.30769230769230765
161,0.3190045248868778
162,0.3574660633484163
163,0.3552036199095022
164,0.34389140271493207
165,0.38009049773755654
166,0.3914027149321267
167,0.41402714932126694
168,0.7262443438914028
169,0.753393665158371
170,0.7330316742081447
171,0.7126696832579186
172,0.676470588235294
173,0.6085972850678733
174,0.20361990950226244
175,0.19909502262443438
176,0.18778280542986425
177,0.18552036199095023
178,0.1832579185520362
179,0.33936651583710403
180,0.8122171945701357
181,0.8190045248868779
182,0.8167420814479639
183,0.8076923076923078
184,0.7420814479638009
185,0.7375565610859729
186,0.7126696832579186
187,0.671945701357466
188,0.6583710407239819
189,0.5678733031674209
190,0.5158371040723982
191,0.4638009049773755
192,0.5090497737556561
193,0.46832579185520357
194,0.4253393665158371
195,0.40723981900452483
196,0.39819004524886875
197,0.39819004524886875
198,0.2963800904977375
199,0.3597285067873303
200,0.3665158371040724
201,0.40723981900452483
202,0.37782805429864247
203,0.4027149321266968
204,0.32579185520361986
205,0.3529411764705882
206,0.3914027149321267
207,0.42986425339366513
208,0.4434389140271493
209,0.4457013574660633
210,0.5067873303167421
211,0.4864253393665158
212,0.4638009049773755
213,0.46153846153846145
214,0.45022624434389136
215,0.43438914027149317
216,0.4977375565610859
217,0.5701357466063348
218,0.6040723981900452
219,0.6628959276018099
220,0.7149321266968326
221,0.7782805429864253
222,0.42760180995475106
223,0.37556561085972845
224,0.3529411764705882
225,0.4027149321266968
226,0.418552036199095
227,0.418552036199095
228,0.12895927601809953
229,0.10407239819004525
230,0.11990950226244343
231,0.11085972850678733
232,0.08144796380090498
233,0.07013574660633484
234,0.3325791855203619
235,0.32352941176470584
236,0.334841628959276
237,0.3167420814479638
238,0.30542986425339363
239,0.2986425339366515
240,0.6832579185520362
241,0.7398190045248869
242,0.7782805429864253
243,0.7782805429864253
244,0.8190045248868779
245,0.8371040723981901
246,0.5339366515837105
247,0.5678733031674209
248,0.6108597285067874
249,0.6266968325791855
250,0.6425339366515836
251,0.6447963800904978
252,0.16968325791855204
253,0.1244343891402715
254,0.12895927601809953
255,0.11085972850678733
256,0.09728506787330317
257,0.21493212669683256
258,0.20814479638009048
259,0.19683257918552036
260,0.21719457013574658
261,0.27149321266968324
262,0.30542986425339363
263,0.3167420814479638
264,0.27149321266968324
265,0.25791855203619907
266,0.19909502262443438
267,0.21040723981900453
268,0.16742081447963802
269,0.1583710407239819
270,0.5203619909502263
271,0.5067873303167421
272,0.48868778280542985
273,0.4773755656108597
274,0.46832579185520357
275,0.46153846153846145
276,0.24208144796380088
277,0.2850678733031674
278,0.30542986425339363
279,0.40723981900452483
280,0.45475113122171945
281,0.4773755656108597
282,0.38009049773755654
283,0.38009049773755654
284,0.3529411764705882
285,0.37556561085972845
286,0.36425339366515835
287,0.3574660633484163
288,0.502262443438914
289,0.5859728506787331
290,0.6538461538461539
291,0.7420814479638009
292,0.748868778280543
293,0.7895927601809954
294,0.27149321266968324
295,0.2239819004524887
296,0.1900452488687783
297,0.19457013574660634
298,0.21040723981900453
299,0.18778280542986425
300,0.16289592760180996
301,0.15384615384615385
302,0.23529411764705882
303,0.28054298642533937
304,0.2963800904977375
305,0.34841628959276016
306,0.20135746606334842
307,0.19230769230769232
308,0.18778280542986425
309,0.1606334841628959
310,0.15158371040723984
311,0.14479638009049775
312,0.3597285067873303
313,0.3280542986425339
314,0.3710407239819004
315,0.3846153846153846
316,0.34841628959276016
317,0.3506787330316742
318,0.13800904977375564
319,0.1334841628959276
320,0.1085972850678733
321,0.10407239819004525
322,0.09049773755656108
323,0.09049773755656108
324,0.5542986425339367
325,0.4977375565610859
326,0.4796380090497737
327,0.46153846153846145
328,0.46153846153846145
329,0.4728506787330316
330,0.28959276018099545
331,0.2760180995475113
332,0.2692307692307692
333,0.3099547511312217
334,0.42081447963800905
335,0.5316742081447964
336,0.5678733031674209
337,0.5475113122171946
338,0.5067873303167421
339,0.4977375565610859
340,0.4773755656108597
341,0.48190045248868774
342,0.423076923076923
343,0.4434389140271493
344,0.44796380090497734
345,0.4932126696832579
346,0.502262443438914
347,0.5135746606334841
348,0.4095022624434389
349,0.41402714932126694
350,0.4728506787330316
351,0.4751131221719457
352,0.4932126696832579
353,0.4751131221719457
354,0.2941176470588235
355,0.2624434389140271
356,0.23529411764705882
357,0.2239819004524887
358,0.21266968325791855
359,0.20135746606334842
360,0.4457013574660633
361,0.5
362,0.5520361990950227
363,0.572398190045249
364,0.5859728506787331
365,0.5927601809954751
366,0.5565610859728507
367,0.5950226244343891
368,0.6199095022624435
369,0.6561085972850679
370,0.676470588235294
371,0.6809954751131222
372,0.30542986425339363
373,0.33710407239819
374,0.334841628959276
375,0.30769230769230765
376,0.31221719457013575
377,0.34389140271493207
378,0.4909502262443438
379,0.334841628959276
380,0.29185520361990946
381,0.2963800904977375
382,0.2601809954751131
383,0.2330316742081448
384,0.40045248868778277
385,0.3665158371040724
386,0.3506787330316742
387,0.2850678733031674
388,0.23981900452488686
389,0.2239819004524887
390,0.39366515837104066
391,0.41402714932126694
392,0.39819004524886875
393,0.37782805429864247
394,0.33710407239819
395,0.3325791855203619
396,0.7420814479638009
397,0.7285067873303167
398,0.7624434389140272
399,0.6923076923076924
400,0.579185520361991
401,0.504524886877828
402,0.3914027149321267
403,0.32352941176470584
404,0.248868778280543
405,0.20361990950226244
406,0.1832579185520362
407,0.1583710407239819
408,0.34162895927601805
409,0.31221719457013575
