Actual,Predicted
0.4285714285714286,0.16422
0.3759398496240602,2.3677905
0.3007518796992481,-1.746769
0.3759398496240602,0.17471865
0.3759398496240602,2.3560064
0.3308270676691729,-1.7552854
0.4887218045112782,0.1677427
0.4812030075187969,2.3672097
0.4812030075187969,-1.7506318
0.3759398496240602,0.16394216
0.3007518796992481,2.363532
0.1503759398496242,-1.7477576
0.1503759398496242,0.16289389
0.1804511278195488,2.3526108
0.0676691729323308,-1.7538385
-0.0300751879699248,0.16018331
-0.0676691729323306,2.3357074
-0.0601503759398496,-1.772317
0.0676691729323308,0.15834486
0.0827067669172934,2.3421638
0.0751879699248121,-1.7586966
-0.1353383458646615,0.16845551
-0.1729323308270676,2.339483
-0.2330827067669171,-1.7781826
0.255639097744361,0.16880205
0.1654135338345865,2.3498476
0.1503759398496242,-1.7624353
0.1654135338345865,0.15996718
0.1428571428571428,2.3376095
0.0977443609022556,-1.7633802
0.1428571428571428,0.15979996
0.0977443609022556,2.3347113
0.0526315789473685,-1.7656871
0.3007518796992481,0.16426882
0.1503759398496242,2.3550258
0.1804511278195488,-1.7502404
0.1804511278195488,0.16059
0.0676691729323308,2.3470953
0.0827067669172934,-1.7545484
0.4812030075187969,0.16747972
0.4812030075187969,2.3690138
0.4285714285714286,-1.7493466
0.7518796992481205,0.17423801
0.7819548872180451,2.3659346
0.774436090225564,-1.7686259
0.4436090225563909,0.17722246
0.3984962406015038,2.3550532
0.3759398496240602,-1.761183
0.6090225563909777,0.16646966
0.6992481203007519,2.3584301
0.7518796992481205,-1.7731289
-0.1127819548872179,0.16602314
0.1879699248120301,2.340442
0.3458646616541354,-1.7696024
-0.0225563909774435,0.16653419
-0.1278195488721802,2.3510005
-0.0676691729323306,-1.7678051
0.4812030075187969,0.1649073
0.4285714285714286,2.3672416
0.3759398496240602,-1.7471917
0.4436090225563909,0.16535282
0.518796992481203,2.345082
0.5488721804511278,-1.7722878
-0.1278195488721802,0.15885791
-0.0676691729323306,2.3451436
-0.1127819548872179,-1.7612011
-0.1729323308270676,0.17179596
-0.2330827067669171,2.3412783
0.1729323308270678,-1.7800308
0.3458646616541354,0.16880402
0.3609022556390979,2.3401504
0.4436090225563909,-1.7734559
-0.2330827067669171,0.17382053
0.1729323308270678,2.3423784
0.3383458646616541,-1.7797964
0.1654135338345865,0.16485405
0.1503759398496242,2.3448427
0.1654135338345865,-1.7613623
0.0526315789473685,0.1599485
-0.0977443609022554,2.3326018
-0.0225563909774435,-1.7674297
0.511278195488722,0.16989824
0.4887218045112782,2.366295
0.4812030075187969,-1.7553695
0.3759398496240602,0.17512447
0.3308270676691729,2.3533766
0.255639097744361,-1.7600929
-0.0676691729323306,0.15836674
-0.1127819548872179,2.3412123
0.1879699248120301,-1.7639408
0.0827067669172934,0.15811738
0.0751879699248121,2.3393943
-0.0300751879699248,-1.7634195
-0.0977443609022554,0.16406915
-0.0225563909774435,2.3415136
-0.1278195488721802,-1.7691976
-0.0676691729323306,0.16176528
-0.0601503759398496,2.336758
-0.1353383458646615,-1.7758404
0.3909774436090225,0.18111306
0.4436090225563909,2.351586
0.3984962406015038,-1.7653004
0.0977443609022556,0.15854993
0.0526315789473685,2.334338
-0.0977443609022554,-1.7675709
0.1729323308270678,0.17541617
0.3383458646616541,2.3453844
0.4887218045112782,-1.7806622
0.5488721804511278,0.17163637
0.511278195488722,2.3568568
0.4887218045112782,-1.7570232
0.3308270676691729,0.17407453
0.255639097744361,2.3512602
0.1654135338345865,-1.7625061
0.518796992481203,0.16784206
0.5488721804511278,2.3501914
0.511278195488722,-1.765016
0.0751879699248121,0.15889022
-0.0300751879699248,2.3366868
-0.0676691729323306,-1.7674791
0.3609022556390979,0.16917619
0.4436090225563909,2.3430183
0.518796992481203,-1.773432
0.1879699248120301,0.17078072
0.3458646616541354,2.3425872
0.3609022556390979,-1.7718933
0.1503759398496242,0.16220021
0.1654135338345865,2.3395898
0.1428571428571428,-1.7640499
-0.0601503759398496,0.1643453
-0.1353383458646615,2.3376248
-0.1729323308270676,-1.7778336
0.4887218045112782,0.15990922
0.6090225563909777,2.3540246
0.6992481203007519,-1.7774445
0.3984962406015038,0.17498201
0.3759398496240602,2.3576865
0.3759398496240602,-1.7562116
0.3834586466165415,0.18077683
0.3909774436090225,2.3504531
0.4436090225563909,-1.7660323
0.6992481203007519,0.16524322
0.7518796992481205,2.3647127
0.7819548872180451,-1.7683426
0.3383458646616541,0.16825894
0.4887218045112782,2.340988
0.6090225563909777,-1.7769102
