Actual,Predicted
0.717948717948718,0.9963798
0.758974358974359,0.4168595
0.7743589743589744,-8.428035
0.1794871794871795,1.5917486
0.3076923076923076,0.36540854
0.4769230769230769,-7.950527
0.4871794871794871,1.3278416
0.5692307692307693,0.9161192
0.6358974358974357,-7.523632
0.758974358974359,0.6797492
0.7743589743589744,0.16980422
0.7846153846153846,-8.227228
0.7846153846153846,0.9966695
0.7384615384615384,0.058627002
0.6871794871794871,-8.335653
0.3487179487179487,1.5736767
0.2974358974358974,0.39619434
0.2410256410256409,-8.364164
0.6871794871794871,1.0676664
0.5743589743589744,-0.055289634
0.4410256410256411,-8.18797
0.2051282051282051,1.7767872
0.1948717948717949,0.49980414
0.1794871794871795,-8.184255
0.5743589743589744,1.1381327
0.6461538461538462,0.0801016
0.6307692307692309,-7.995471
0.5589743589743589,0.9335157
0.5076923076923076,0.07713663
0.3897435897435898,-8.334615
0.5076923076923076,0.94580215
0.3897435897435898,0.115747325
0.3025641025641025,-8.446315
0.7743589743589744,0.9632539
0.7846153846153846,0.24555242
0.7384615384615384,-8.366513
0.7384615384615384,0.9495382
0.6871794871794871,0.003391617
0.5743589743589744,-8.376471
0.5692307692307693,1.7043899
0.6358974358974357,-0.09363521
0.717948717948718,-8.3701
0.2717948717948718,1.4674219
0.4307692307692307,0.40102756
0.6051282051282051,-7.5347557
0.0717948717948717,1.8499612
0.1230769230769229,0.786306
0.1794871794871795,-7.7694306
0.1435897435897436,1.7927474
0.1435897435897436,0.25292337
0.2717948717948718,-7.6909375
0.0615384615384615,1.6012088
0.0615384615384615,0.35092843
0.0461538461538461,-8.135238
0.2051282051282051,1.4662772
0.1333333333333334,0.47668207
0.1025641025641025,-8.519406
0.6358974358974357,1.0466107
0.717948717948718,0.43778145
0.758974358974359,-7.902796
0.0153846153846154,1.5454966
0.0871794871794872,0.073058
0.1846153846153847,-7.65082
0.1333333333333334,1.5844952
0.1025641025641025,0.67259586
0.0615384615384615,-8.268025
0.1948717948717949,1.696524
0.1794871794871795,0.42665303
0.1538461538461538,-8.058679
0.0461538461538461,1.7371784
0.0358974358974358,0.29931962
0.0153846153846154,-7.969968
0.1794871794871795,1.607505
0.1538461538461538,0.46852696
0.1384615384615384,-8.007463
0.6461538461538462,0.8905534
0.6307692307692309,0.007031315
0.5589743589743589,-8.143926
0.3025641025641025,0.7745885
0.2666666666666667,0.29497135
0.2051282051282051,-8.528117
0.2871794871794871,1.8196057
0.4871794871794871,0.48380244
0.5692307692307693,-7.8416586
0.3076923076923076,1.4155229
0.4769230769230769,0.20751584
0.5743589743589744,-8.119731
0.1025641025641025,1.753213
0.0615384615384615,0.61461246
0.0615384615384615,-8.294241
0.5743589743589744,1.0078231
0.4410256410256411,0.067957036
0.3487179487179487,-8.344864
0.2666666666666667,1.1600145
0.2051282051282051,0.7697431
0.1333333333333334,-8.328285
0.2974358974358974,1.6390918
0.2410256410256409,0.41118062
0.2051282051282051,-8.245855
0.0461538461538461,1.9074372
0.0717948717948717,0.77069676
0.1230769230769229,-8.013879
0.3897435897435898,0.7939517
0.3025641025641025,0.2416085
0.2666666666666667,-8.358213
0.1538461538461538,1.6169897
0.1384615384615384,0.009115332
0.1435897435897436,-7.980358
0.1846153846153847,1.730035
0.2871794871794871,0.2970196
0.4871794871794871,-7.7218122
0.4769230769230769,1.2498993
0.5743589743589744,0.054521434
0.6461538461538462,-8.01958
0.0871794871794872,1.7881707
0.1846153846153847,0.23907554
0.2871794871794871,-7.6844525
0.4410256410256411,1.2655472
0.3487179487179487,0.13290775
0.2974358974358974,-8.360797
0.0358974358974358,1.7281698
0.0153846153846154,-0.055182822
0.0871794871794872,-8.065923
0.0615384615384615,1.6594933
0.0461538461538461,0.40401018
0.0358974358974358,-8.021289
0.6307692307692309,0.9288499
0.5589743589743589,0.039589517
0.5076923076923076,-8.376821
0.2410256410256409,1.791915
0.2051282051282051,0.47829568
0.1948717948717949,-8.291857
0.1435897435897436,1.7981952
0.1435897435897436,0.333552
0.1435897435897436,-7.746145
0.1230769230769229,1.7225708
0.1794871794871795,0.52164924
0.3076923076923076,-8.025444
0.0769230769230769,1.3694941
0.0461538461538461,0.7348875
0.0717948717948717,-7.5332947
0.1435897435897436,1.9383134
0.2717948717948718,0.060981385
0.4307692307692307,-8.04056
0.1384615384615384,1.4211122
0.1435897435897436,0.43622386
0.1435897435897436,-7.4762487
