,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.027361255,0.020728469,0.023477418,0.02070438,0.020880643,0.021847831,0.02070438,0.021858837,0.02070438,0.02214713,0.022735307,0.025068466,0.02070438,0.02070438,0.02101618,0.02331921,0.022418898,0.02070438,0.023136068,0.022663318,0.02215897,0.021994056,0.022078898,0.02305424,0.023572512,0.025274357,0.02070438,0.026823321,0.021931164,0.021571798,0.02070438,0.021264631,0.021037512,0.02160151,0.023254273,0.021052005,0.02070438,0.022021914,0.027633892,0.02070438,0.02118281,0.02070438,0.02070438,0.024676146,0.02070438
1,0.020503093,0.026845898,0.022456378,0.020479267,0.02381851,0.023689691,0.020862825,0.023330087,0.020479267,0.020479267,0.022776224,0.022651752,0.020479267,0.020479267,0.020479267,0.023653837,0.020479267,0.020479267,0.02288192,0.02250008,0.023481868,0.02385996,0.024606757,0.021874344,0.021992587,0.023084708,0.024327679,0.021101141,0.020479267,0.020479267,0.020479267,0.023145517,0.023862878,0.024240158,0.023954408,0.020479267,0.020479267,0.02359348,0.02170327,0.02069289,0.02439381,0.025013406,0.020479267,0.021911802,0.020479267
2,0.023066059,0.022305429,0.026408555,0.020341607,0.022995867,0.022832353,0.020341607,0.024366565,0.020341607,0.020341607,0.021844124,0.024479577,0.020341607,0.020341607,0.020341607,0.024597738,0.020341607,0.020341607,0.022711255,0.022472156,0.023705626,0.023549393,0.022400454,0.025284402,0.022789406,0.021692712,0.023916539,0.022521747,0.020341607,0.020341607,0.020341607,0.023310365,0.024180314,0.022414263,0.022956036,0.020341607,0.020341607,0.024180276,0.022336047,0.020341607,0.023789415,0.023530439,0.020341607,0.023555582,0.020341607
3,0.021069592,0.021069592,0.021069592,0.02749081,0.021069592,0.021069592,0.024682654,0.021069592,0.024073372,0.022777585,0.021069592,0.021069592,0.025691219,0.0232436,0.024292016,0.021069592,0.0235776,0.022278553,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.021069592,0.024187548,0.024274342,0.025014877,0.021069592,0.021069592,0.021069592,0.021069592,0.025071122,0.023074443,0.021069592,0.021069592,0.023140984,0.021069592,0.021069592,0.022842648,0.021069592,0.02433808
4,0.020177115,0.023268994,0.02261736,0.02000679,0.02691135,0.026712352,0.02000679,0.024508217,0.02000679,0.02000679,0.025036274,0.020820586,0.02000679,0.02000679,0.02000679,0.02426676,0.02000679,0.02000679,0.024378868,0.024308689,0.02320712,0.022607772,0.021911468,0.024438756,0.023935666,0.021171423,0.026338445,0.02000679,0.02000679,0.02000679,0.02000679,0.02358492,0.02390843,0.023129644,0.022456191,0.02000679,0.02000679,0.024384445,0.020450402,0.02000679,0.025395703,0.02598433,0.02000679,0.023966456,0.02000679
5,0.02097124,0.022989156,0.022307117,0.019873668,0.026534613,0.028178241,0.019873668,0.023343185,0.019873668,0.019873668,0.025767662,0.020898163,0.019873668,0.019873668,0.019873668,0.02465322,0.019873668,0.019873668,0.025207436,0.023675844,0.024349747,0.02348977,0.021946067,0.024532633,0.024179699,0.021647366,0.026451886,0.019873668,0.019873668,0.019873668,0.019873668,0.023312937,0.02214258,0.02296033,0.022746386,0.019873668,0.019873668,0.023484059,0.021964092,0.019873668,0.02456586,0.024948612,0.019873668,0.025026167,0.019873668
6,0.020676129,0.021063374,0.020676129,0.024221718,0.020676129,0.020676129,0.02815573,0.020676129,0.021833563,0.02398972,0.020676129,0.020676129,0.025178863,0.025539793,0.026039936,0.020676129,0.02211992,0.02526495,0.020676129,0.020676129,0.020676129,0.020676129,0.021531908,0.020676129,0.020676129,0.020676129,0.020676129,0.020676129,0.025154764,0.02528384,0.025715897,0.020676129,0.020676129,0.020676129,0.020676129,0.023833342,0.022565946,0.020676129,0.020676129,0.023656255,0.020676129,0.020676129,0.024875317,0.020676129,0.02639581
7,0.021343505,0.023030473,0.02421642,0.020216264,0.024764821,0.023745593,0.020216264,0.02683587,0.020216264,0.020216264,0.023106463,0.023012059,0.020216264,0.020216264,0.020216264,0.024488999,0.020216264,0.020216264,0.022734474,0.02384445,0.022382496,0.022823287,0.022565858,0.025240479,0.023379602,0.02197779,0.024127416,0.020216264,0.020216264,0.020216264,0.020216264,0.024159046,0.025705164,0.023544896,0.02182947,0.020216264,0.020216264,0.02348185,0.020370683,0.020216264,0.025929129,0.024789471,0.020216264,0.022677401,0.020216264
8,0.020672446,0.020672446,0.020672446,0.023619605,0.020672446,0.020672446,0.021829676,0.020672446,0.027946588,0.026356395,0.020672446,0.020672446,0.025117587,0.025564373,0.024567978,0.020672446,0.02704299,0.022713738,0.020672446,0.020672446,0.020672446,0.020672446,0.020672446,0.020672446,0.020672446,0.020672446,0.020672446,0.021102848,0.026324876,0.026525166,0.023349661,0.020672446,0.020672446,0.020672446,0.020672446,0.026230654,0.024344882,0.020672446,0.020672446,0.022836966,0.020672446,0.020672446,0.021831838,0.020672446,0.024538148
9,0.02151787,0.020116111,0.020116111,0.021746809,0.020116111,0.020116111,0.023339951,0.020116111,0.025647094,0.02966504,0.020116111,0.020116111,0.022969576,0.02625167,0.026251672,0.020116111,0.027746,0.025419049,0.020116111,0.020116111,0.020116111,0.020116111,0.020116111,0.020116111,0.020116111,0.020283652,0.020116111,0.02368651,0.028863035,0.028502727,0.024612812,0.020116111,0.020116111,0.020116111,0.020116111,0.026204437,0.023168884,0.020116111,0.022316588,0.02203064,0.020116111,0.020116111,0.023061108,0.020116111,0.023928208
10,0.022147799,0.022431549,0.021659145,0.020169351,0.025239702,0.026151037,0.020169351,0.023052845,0.020169351,0.020169351,0.026449641,0.021215823,0.020169351,0.020169351,0.020169351,0.022987315,0.020169351,0.020169351,0.024328008,0.024575252,0.023907611,0.022842055,0.023285693,0.023389665,0.023946604,0.022554703,0.024715843,0.020957502,0.020169351,0.020169351,0.020169351,0.023601962,0.022709746,0.023359831,0.022519084,0.020169351,0.020169351,0.023309262,0.022665786,0.020169351,0.0244315,0.023946796,0.020169351,0.024739325,0.020169351
